# _tick,_time,train_seconds,success_rate,step,mean_episode_return,mean_episode_step,total_loss,entropy_loss,pg_loss,baseline_loss,learner_queue_size
29,1698139531.3803716,205.2,0.041501976284584984,76800,-0.9672154188156128,6.724999904632568,-939.5117797851562,-4.104165554046631,-977.8565673828125,42.44898223876953,32
30,1698139538.4109578,215.2,0.058426966292134834,79360,-0.9401640892028809,14.09765625,43.6545295715332,-4.115821361541748,47.55417251586914,0.21617989242076874,32
31,1698139544.8144124,220.2,0.05394190871369295,81920,-0.9474480748176575,8.366406440734863,-254.9282684326172,-4.1186442375183105,-253.71041870117188,2.900787830352783,32
32,1698139552.6510158,230.3,0.05470459518599562,84480,-0.9394354224205017,8.494531631469727,91.3903579711914,-4.119206428527832,94.98844909667969,0.5211148858070374,32
33,1698139559.1139574,235.3,0.048034934497816595,87040,-0.9615240097045898,8.059765815734863,-524.5919189453125,-4.106995105743408,-533.3827514648438,12.897852897644043,32
34,1698139565.5669453,240.3,0.029213483146067417,89600,-1.0005303621292114,11.1640625,0.7653980255126953,-4.117602825164795,4.836546421051025,0.04645433649420738,32
35,1698139571.4716706,245.3,0.049783549783549784,92160,-0.9563679099082947,9.593358993530273,-87.90461730957031,-4.1179656982421875,-84.16751098632812,0.38085857033729553,32
36,1698139577.427472,250.3,0.05319148936170213,94720,-0.9521979093551636,7.321484565734863,286.80255126953125,-4.118317604064941,287.28033447265625,3.640542984008789,32
37,1698139583.3811603,260.3,0.05976095617529881,97280,-0.9321275353431702,7.669140815734863,-83.67757415771484,-4.119453430175781,-79.92906951904297,0.37094807624816895,32
38,1698139589.3580647,265.3,0.06224899598393574,99840,-0.9220181107521057,10.860156059265137,293.11395263671875,-4.119439601898193,293.2198181152344,4.0135884284973145,32
39,1698139595.7679358,270.3,0.05622489959839357,102400,-0.9390421509742737,8.067968368530273,-273.2680969238281,-4.119678020477295,-272.39691162109375,3.2484958171844482,32
40,1698139601.9222353,275.3,0.042,104960,-0.9652820229530334,8.05859375,71.84210968017578,-4.119833946228027,75.62918853759766,0.3327546715736389,32
41,1698139608.3319688,285.3,0.06639839034205232,107520,-0.9263319969177246,7.909375190734863,57.967254638671875,-4.117332458496094,61.81018829345703,0.2743978500366211,32
42,1698139614.2978725,290.3,0.05296610169491525,110080,-0.9519724249839783,8.201171875,-151.59950256347656,-4.119462966918945,-148.4881134033203,1.0080773830413818,32
43,1698139620.1976454,295.3,0.04477611940298507,112640,-0.9644861221313477,7.237890720367432,120.85513305664062,-4.119355201721191,124.19969177246094,0.7747923135757446,32
44,1698139626.260388,300.3,0.06140350877192982,115200,-0.9385461211204529,15.160547256469727,-29.371980667114258,-4.107793807983398,-25.36944580078125,0.10525974631309509,32
45,1698139632.3122084,305.3,0.06560636182902585,117760,-0.924340009689331,8.502734184265137,1414.6392822265625,-4.0887017250061035,1334.7269287109375,84.00105285644531,32
46,1698139638.4127138,315.3,0.06391752577319587,120320,-0.9261670112609863,9.969141006469727,-60.795318603515625,-4.116147994995117,-56.91136932373047,0.23219501972198486,32
47,1698139644.5014722,320.3,0.03909465020576132,122880,-0.9779876470565796,11.687108993530273,265.89727783203125,-4.117014408111572,266.7770080566406,3.237271785736084,32
48,1698139650.657268,325.3,0.050682261208576995,125440,-0.95106440782547,8.286718368530273,69.70590209960938,-4.119632720947266,73.48876190185547,0.33677980303764343,32
49,1698139657.466894,330.3,0.0367965367965368,128000,-0.9815000891685486,8.489453315734863,-237.95913696289062,-4.1187334060668945,-236.26524353027344,2.4248359203338623,32
50,1698139663.7267797,340.4,0.0508130081300813,130560,-0.9442256093025208,12.240234375,256.072021484375,-4.117406368255615,256.994873046875,3.1945362091064453,32
51,1698139670.5160434,345.4,0.06483300589390963,133120,-0.9203555583953857,6.639843940734863,-46.640140533447266,-4.119879245758057,-42.6900634765625,0.16980499029159546,32
52,1698139676.7196963,350.4,0.04081632653061224,135680,-0.962081789970398,11.179296493530273,113.52528381347656,-4.11906623840332,116.87798309326172,0.7663651704788208,32
53,1698139682.808636,360.4,0.06359649122807018,138240,-0.9330196976661682,14.328516006469727,-170.15994262695312,-4.119675159454346,-167.36952209472656,1.3292498588562012,32
54,1698139688.943167,365.4,0.06286836935166994,140800,-0.9255127906799316,10.557031631469727,18.915019989013672,-4.119522571563721,22.86858558654785,0.16595566272735596,32
55,1698139694.9923809,370.4,0.06386861313868614,143360,-0.9235455393791199,7.726953029632568,-80.02852630615234,-4.119588375091553,-76.26415252685547,0.35521528124809265,32
56,1698139701.1065955,375.4,0.0498960498960499,145920,-0.9560561180114746,7.290234565734863,77.44886779785156,-4.119579315185547,81.20023345947266,0.3682154417037964,32
57,1698139707.208133,380.4,0.04854368932038835,148480,-0.9834829568862915,12.090234756469727,-196.51010131835938,-4.119663715362549,-194.0388641357422,1.6484291553497314,32
58,1698139713.8565416,390.4,0.05139186295503212,151040,-0.9484967589378357,9.164843559265137,-20.62759780883789,-4.119622230529785,-16.59866714477539,0.09069211781024933,32
59,1698139720.4997103,395.4,0.04781704781704782,153600,-0.9576299786567688,7.369531154632568,47.687808990478516,-4.1196160316467285,51.600807189941406,0.20662114024162292,32
60,1698139727.1973882,400.4,0.05066079295154185,156160,-0.9592995643615723,10.665624618530273,-92.82288360595703,-4.119489669799805,-89.1310043334961,0.42761141061782837,32
61,1698139733.3000746,410.4,0.04085603112840467,158720,-0.9635466933250427,6.382031440734863,66.12104797363281,-4.118709564208984,69.94422912597656,0.29553043842315674,32
62,1698139739.4591513,415.4,0.05761316872427984,161280,-0.9398436546325684,7.035937309265137,-65.8563003540039,-4.1187849044799805,-62.00406265258789,0.26654329895973206,32
63,1698139745.9344256,420.4,0.05870020964360587,163840,-0.9359015226364136,8.576171875,196.9892578125,-4.117286205291748,199.20709228515625,1.8994381427764893,32
64,1698139752.626417,425.4,0.07160493827160494,166400,-0.9259136319160461,14.629687309265137,-35.46467971801758,-4.119524002075195,-31.50105857849121,0.15590322017669678,32
65,1698139759.23495,435.4,0.06451612903225806,168960,-0.9295893311500549,9.253125190734863,47.3255615234375,-4.11976432800293,51.198883056640625,0.24644257128238678,32
66,1698139765.5269148,440.4,0.08043478260869565,171520,-0.9021717309951782,8.889062881469727,-61.49015426635742,-4.119830131530762,-57.6871337890625,0.3168097138404846,32
67,1698139771.5976818,445.4,0.032188841201716736,174080,-0.9885342717170715,9.777734756469727,5.919219493865967,-4.119666576385498,9.950421333312988,0.08846481889486313,32
68,1698139777.7741318,450.4,0.04943820224719101,176640,-0.9616740942001343,10.644140243530273,-14.411556243896484,-4.119541168212891,-10.401860237121582,0.10984504222869873,32
69,1698139783.9555318,460.5,0.05975395430579965,179200,-0.9257135391235352,6.423437595367432,9.88851547241211,-4.119734764099121,13.887103080749512,0.12114690244197845,32
70,1698139790.2483792,465.5,0.04245283018867924,181760,-0.9780990481376648,10.1953125,-23.071063995361328,-4.119865417480469,-19.049182891845703,0.09798348695039749,32
71,1698139796.5574985,470.5,0.06997742663656885,184320,-0.9473702907562256,16.474609375,9.997364044189453,-4.11963415145874,14.014904975891113,0.10209275782108307,32
72,1698139802.9808407,480.5,0.06517311608961303,186880,-0.9249919652938843,9.237890243530273,-17.663530349731445,-4.119481563568115,-13.690303802490234,0.14625480771064758,32
73,1698139809.2821357,485.5,0.06262626262626263,189440,-0.931577742099762,8.205859184265137,14.86756706237793,-4.119713306427002,18.83913803100586,0.14814187586307526,32
74,1698139815.4568613,490.5,0.05736137667304015,192000,-0.9415583610534668,6.408203125,-23.53067970275879,-4.11949348449707,-19.545185089111328,0.13399909436702728,32
75,1698139821.9311936,495.5,0.06570841889117043,194560,-0.9187618494033813,14.123046875,13.99275016784668,-4.1195502281188965,17.968948364257812,0.14335180819034576,32
76,1698139829.2322404,505.5,0.05321100917431193,197120,-0.9368403553962708,6.819921970367432,-23.28846549987793,-4.119823932647705,-19.29869842529297,0.13005651533603668,32
77,1698139835.8703103,510.5,0.0703125,199680,-0.9200058579444885,8.941015243530273,9.095357894897461,-4.119711875915527,13.091378211975098,0.12369139492511749,32
78,1698139842.287049,515.5,0.060077519379844964,202240,-0.9286569952964783,7.632031440734863,-12.203405380249023,-4.119765281677246,-8.229046821594238,0.14540666341781616,32
79,1698139851.744561,525.5,0.05333333333333334,204800,-0.9527645707130432,9.517969131469727,-6.802705764770508,-4.11981201171875,-2.7741177082061768,0.09122394770383835,32
80,1698139860.206427,535.5,0.04195804195804196,207360,-0.9791910648345947,12.937108993530273,12.599254608154297,-4.119783401489258,16.52411651611328,0.19492140412330627,32
81,1698139869.192413,545.5,0.04246284501061571,209920,-0.9678428769111633,8.694140434265137,-28.4541015625,-4.119663715362549,-24.455562591552734,0.12112361192703247,32
82,1698139876.852437,550.5,0.05652173913043478,212480,-0.9434043765068054,7.955468654632568,13.78651237487793,-4.119659900665283,17.763517379760742,0.1426542103290558,32
83,1698139884.5152054,560.5,0.04627766599597585,215040,-0.9617425799369812,8.43359375,-24.30984115600586,-4.119448184967041,-20.30415916442871,0.11376489698886871,32
84,1698139893.011964,570.5,0.054474708171206226,217600,-0.9405252933502197,8.012890815734863,14.281841278076172,-4.1194844245910645,18.272701263427734,0.12862390279769897,32
85,1698139900.7243054,575.6,0.04771371769383698,220160,-0.958817183971405,7.235937595367432,-25.84772491455078,-4.119837284088135,-21.829139709472656,0.10125195980072021,32
86,1698139907.3682714,580.6,0.05925925925925926,222720,-0.937918484210968,11.862109184265137,12.567995071411133,-4.119899749755859,16.52712631225586,0.1607682853937149,32
87,1698139914.3868103,590.6,0.05186721991701245,225280,-0.9518257975578308,8.263671875,-14.960399627685547,-4.119811534881592,-10.95106315612793,0.11047506332397461,32
88,1698139922.511746,595.6,0.041666666666666664,227840,-0.9654083847999573,9.578125,-2.6627492904663086,-4.119934558868408,1.3872207403182983,0.06996458023786545,32
89,1698139931.1147435,605.6,0.04585152838427948,230400,-0.9633843302726746,7.397265434265137,-0.30502867698669434,-4.119894504547119,3.714643716812134,0.10022207349538803,32
90,1698139938.3550708,615.6,0.05203619909502263,232960,-0.9572533369064331,8.735156059265137,-10.426413536071777,-4.119908809661865,-6.399950981140137,0.0934460312128067,32
91,1698139944.8171003,620.7,0.05555555555555555,235520,-0.9402143359184265,10.117968559265137,7.848421096801758,-4.119795799255371,11.818284034729004,0.14993321895599365,32
92,1698139951.198555,625.7,0.0536480686695279,238080,-0.9523991346359253,11.358983993530273,-11.772682189941406,-4.119876861572266,-7.803103446960449,0.15029849112033844,32
93,1698139958.9944804,635.7,0.061855670103092786,240640,-0.9360556602478027,13.318359375,-1.561845302581787,-4.119819641113281,2.4471511840820312,0.11082322895526886,32
94,1698139967.737263,640.7,0.05197505197505198,243200,-0.9664219617843628,11.006250381469727,-11.408939361572266,-4.11991548538208,-7.353647232055664,0.06462346017360687,32
95,1698139977.111525,650.7,0.06031128404669261,245760,-0.9296323657035828,6.7109375,10.277647972106934,-4.119877815246582,14.261470794677734,0.13605473935604095,32
96,1698139986.0104551,660.7,0.037694013303769404,248320,-0.9798847436904907,7.969531059265137,-17.984376907348633,-4.1198649406433105,-13.967829704284668,0.10331681370735168,32
97,1698139992.9169002,665.7,0.04061895551257253,250880,-0.9682959318161011,6.875781059265137,4.847498416900635,-4.119875431060791,8.864837646484375,0.1025366261601448,32
98,1698139999.6699464,675.7,0.04184100418410042,253440,-0.9649288654327393,8.087109565734863,-9.410301208496094,-4.119724750518799,-5.414109230041504,0.12353257834911346,32
99,1698140006.6181178,680.7,0.05145413870246085,256000,-0.9494339823722839,13.7265625,-2.657001495361328,-4.119733810424805,1.351844072341919,0.11088836938142776,32
100,1698140014.6964645,690.7,0.05543710021321962,258560,-0.9464754462242126,10.594922065734863,-8.20650577545166,-4.119709014892578,-4.179413318634033,0.09261659532785416,32
101,1698140023.295323,700.7,0.043209876543209874,261120,-0.9672840237617493,8.645312309265137,3.663207530975342,-4.119668960571289,7.711287975311279,0.07158850878477097,32
102,1698140030.4234054,705.7,0.04424778761061947,263680,-0.9703318476676941,7.801171779632568,-9.208730697631836,-4.119652271270752,-5.210147857666016,0.1210687905550003,32
103,1698140037.0927682,710.7,0.058823529411764705,266240,-0.9282078742980957,7.244921684265137,5.771106719970703,-4.119702339172363,9.740555763244629,0.1502530872821808,32
104,1698140044.161562,720.7,0.047957371225577264,268800,-0.9487015008926392,6.536718845367432,-19.519760131835938,-4.119743347167969,-15.521100997924805,0.12108486890792847,32
105,1698140051.1847956,725.7,0.06382978723404255,271360,-0.9219510555267334,9.775781631469727,9.536256790161133,-4.119678974151611,13.492263793945312,0.16367144882678986,32
106,1698140057.5907135,730.8,0.0658682634730539,273920,-0.9245628714561462,8.360156059265137,-12.307513236999512,-4.11978816986084,-8.338900566101074,0.1511758416891098,32
107,1698140063.8470602,740.8,0.05991735537190083,276480,-0.9394607543945312,8.062108993530273,-2.0224626064300537,-4.119721412658691,1.9763007164001465,0.12095798552036285,32
108,1698140070.2205312,745.8,0.06304347826086956,279040,-0.9230087399482727,8.190234184265137,-7.752482891082764,-4.119613170623779,-3.7548696994781494,0.1220000684261322,32
109,1698140076.848816,750.8,0.036885245901639344,281600,-0.97101229429245,11.302343368530273,-4.7718095779418945,-4.119538307189941,-0.761814534664154,0.10954343527555466,32
110,1698140083.6164732,760.8,0.051224944320712694,284160,-0.948144793510437,10.713281631469727,-0.6420197486877441,-4.119650840759277,3.341559886932373,0.13607129454612732,32
111,1698140090.522748,765.8,0.043478260869565216,286720,-0.969632625579834,9.729687690734863,-8.813177108764648,-4.119478225708008,-4.805049419403076,0.1113506555557251,32
112,1698140096.7439604,770.8,0.049783549783549784,289280,-0.9692705273628235,11.062891006469727,-0.6697170734405518,-4.11955451965332,3.3557398319244385,0.09409759938716888,32
113,1698140103.1064053,775.8,0.04883227176220807,291840,-0.9573036432266235,8.103124618530273,-3.695209503173828,-4.119449615478516,0.31064143776893616,0.11359857022762299,32
114,1698140109.6104276,785.8,0.04219409282700422,294400,-0.9740358591079712,15.082422256469727,-8.049553871154785,-4.119449138641357,-4.025628566741943,0.09552349895238876,32
115,1698140116.109946,790.8,0.056795131845841784,296960,-0.9434401392936707,7.567187309265137,13.019462585449219,-4.119302272796631,16.952224731445312,0.18654119968414307,32
116,1698140123.5061727,800.8,0.04291845493562232,299520,-0.9695987105369568,10.571093559265137,-37.148983001708984,-4.119313716888428,-33.13370132446289,0.1040322333574295,32
117,1698140131.5227845,805.8,0.0350109409190372,302080,-0.9882691502571106,8.401562690734863,25.292659759521484,-4.11942195892334,29.317001342773438,0.09508110582828522,32
118,1698140139.422245,815.8,0.03409090909090909,304640,-0.9858613610267639,8.30859375,-32.45401382446289,-4.119505405426025,-28.427841186523438,0.09333275258541107,32
119,1698140145.867743,820.8,0.06236559139784946,307200,-0.9318796396255493,11.217187881469727,30.12770652770996,-4.119370937347412,34.00632858276367,0.24075087904930115,32
120,1698140152.1785426,825.8,0.03807615230460922,309760,-0.9668076634407043,11.607421875,-42.01414489746094,-4.119361400604248,-38.04182434082031,0.14704109728336334,32
121,1698140158.9330199,835.8,0.07264957264957266,312320,-0.937446653842926,12.641797065734863,30.14735984802246,-4.119104385375977,34.04936981201172,0.21709603071212769,32
122,1698140165.8129756,840.8,0.08041237113402062,314880,-0.8903896808624268,8.219531059265137,-32.4247932434082,-4.119400501251221,-28.490177154541016,0.18478301167488098,32
123,1698140172.2661226,845.8,0.03225806451612903,317440,-0.9890806078910828,7.698437690734863,6.638282775878906,-4.119380950927734,10.683355331420898,0.07430846244096756,32
124,1698140178.5794666,855.9,0.07276119402985075,320000,-0.9031268358230591,7.043749809265137,-13.285686492919922,-4.1190972328186035,-9.302006721496582,0.13541840016841888,32
125,1698140185.0630636,860.9,0.06963249516441006,322560,-0.9160794019699097,6.820703029632568,16.641382217407227,-4.119087219238281,20.55428695678711,0.20618338882923126,32
126,1698140191.8244486,865.9,0.03968253968253968,325120,-0.9658036828041077,8.827343940734863,-41.34187316894531,-4.119040012359619,-37.35620880126953,0.13337692618370056,32
127,1698140199.3121808,875.9,0.052525252525252523,327680,-0.9466545581817627,7.587500095367432,19.611242294311523,-4.118323802947998,23.636198043823242,0.09336837381124496,32
128,1698140206.6258245,880.9,0.05907172995780591,330240,-0.9348628520965576,7.400781154632568,-38.19981002807617,-4.118229389190674,-34.218650817871094,0.13706794381141663,32
129,1698140214.1777492,890.9,0.06818181818181818,332800,-0.9142665266990662,9.253125190734863,53.40709686279297,-4.117783069610596,57.212093353271484,0.3127859830856323,32
130,1698140220.6133995,895.9,0.062264150943396226,335360,-0.927449107170105,8.745312690734863,-50.906925201416016,-4.118639945983887,-46.98012161254883,0.19183629751205444,32
131,1698140227.3583393,900.9,0.05054945054945055,337920,-0.9623758792877197,11.226171493530273,48.767520904541016,-4.118396282196045,52.65353012084961,0.23238682746887207,32
132,1698140234.0822952,910.9,0.055984555984555984,340480,-0.9378147721290588,8.772265434265137,-87.52569580078125,-4.118656158447266,-83.79144287109375,0.3843979239463806,32
133,1698140240.414986,915.9,0.08026030368763558,343040,-0.8922147154808044,10.768750190734863,229.1960906982422,-4.116722583770752,230.85858154296875,2.4542434215545654,32
134,1698140246.9561095,920.9,0.03815261044176707,345600,-0.9719438552856445,11.59765625,-97.5283203125,-4.118356704711914,-93.85420227050781,0.44423815608024597,32
135,1698140253.1634715,925.9,0.04678362573099415,348160,-0.9634055495262146,9.300390243530273,69.49281311035156,-4.117870807647705,73.2315902709961,0.3791000247001648,32
136,1698140259.356413,935.9,0.0759493670886076,350720,-0.9014072418212891,10.999608993530273,-57.138938903808594,-4.118185043334961,-53.24197769165039,0.22122161090373993,32
137,1698140265.6228802,940.9,0.06637168141592921,353280,-0.9190089106559753,8.564453125,3.2105231285095215,-4.1185455322265625,7.175572872161865,0.15349586308002472,32
138,1698140271.8465536,945.9,0.06995884773662552,355840,-0.9120720028877258,7.321093559265137,-14.188905715942383,-4.118546009063721,-10.210356712341309,0.13999687135219574,32
139,1698140278.0812676,950.9,0.03941908713692946,358400,-0.9711307287216187,8.291015625,1.2663278579711914,-4.118814468383789,5.254884719848633,0.13025742769241333,32
140,1698140284.6745403,960.9,0.04024144869215292,360960,-0.9699497818946838,6.894921779632568,-7.08318567276001,-4.1185479164123535,-3.0919408798217773,0.1273030936717987,32
141,1698140291.0097892,966.0,0.04693877551020408,363520,-0.9628285765647888,13.226953506469727,-3.649930000305176,-4.118391036987305,0.36670565605163574,0.10175532102584839,32
142,1698140297.350329,971.0,0.059447983014861996,366080,-0.9403440356254578,8.796483993530273,-2.0559744834899902,-4.118377685546875,1.9480979442596436,0.11430515348911285,32
143,1698140303.7602012,981.0,0.05165289256198347,368640,-0.9468615651130676,8.521484375,-6.1661577224731445,-4.118215560913086,-2.170657157897949,0.12271470576524734,32
144,1698140310.0187433,986.0,0.047516198704103674,371200,-0.9566976428031921,7.431640625,-3.0674941539764404,-4.118285655975342,0.9602689743041992,0.09052253514528275,32
145,1698140316.672192,991.0,0.03411513859275053,373760,-0.9843007326126099,11.288671493530273,-7.093978404998779,-4.1184515953063965,-3.0667781829833984,0.09125125408172607,32
146,1698140323.0792296,996.0,0.05870020964360587,376320,-0.9381194114685059,8.62890625,7.327132225036621,-4.118433952331543,11.309053421020508,0.1365131139755249,32
147,1698140329.4201264,1006.0,0.05357142857142857,378880,-0.95069420337677,8.811718940734863,-20.005983352661133,-4.118358135223389,-16.01298713684082,0.12536130845546722,32
148,1698140335.8612175,1011.0,0.04743083003952569,381440,-0.952553391456604,7.193359375,12.551315307617188,-4.117755889892578,16.56285285949707,0.10621920973062515,32
149,1698140342.083667,1016.0,0.046242774566473986,384000,-0.9565067887306213,7.6328125,-16.449874877929688,-4.117119789123535,-12.454927444458008,0.12217303365468979,32
150,1698140348.3387072,1021.0,0.0498960498960499,386560,-0.9544283151626587,7.611328125,4.606261253356934,-4.117328643798828,8.603684425354004,0.11990517377853394,32
151,1698140354.8288727,1031.0,0.06639004149377593,389120,-0.9211618304252625,7.283203125,-3.051424503326416,-4.11768102645874,0.8988442420959473,0.1674124300479889,32
152,1698140361.4143708,1036.0,0.052,391680,-0.9515920281410217,7.658593654632568,-14.132991790771484,-4.1177215576171875,-10.127058029174805,0.11178822070360184,32
153,1698140367.6538284,1041.0,0.05660377358490566,394240,-0.9388762712478638,9.313281059265137,1.099693775177002,-4.11737585067749,5.099275588989258,0.11779402941465378,32
154,1698140374.4275472,1051.0,0.03537735849056604,396800,-0.9927051663398743,10.514452934265137,-6.885733604431152,-4.117180347442627,-2.8760952949523926,0.10754192620515823,32
155,1698140381.1787636,1056.0,0.034482758620689655,399360,-0.9815315008163452,8.830859184265137,-6.008805274963379,-4.117138862609863,-1.9572758674621582,0.06560933589935303,32
156,1698140388.6515336,1066.0,0.04854368932038835,401920,-0.9544408321380615,7.057421684265137,6.560029029846191,-4.116205215454102,10.555572509765625,0.12066146731376648,32
157,1698140395.010035,1071.0,0.052060737527114966,404480,-0.9480412006378174,8.758203506469727,-16.177101135253906,-4.1160149574279785,-12.165631294250488,0.10454480350017548,32
158,1698140401.3288753,1076.0,0.04918032786885246,407040,-0.9549630880355835,8.710546493530273,6.38085412979126,-4.115655422210693,10.391321182250977,0.10518816858530045,32
159,1698140407.5987418,1081.1,0.05991735537190083,409600,-0.9410971403121948,8.817968368530273,-7.863557815551758,-4.115356922149658,-3.8897159099578857,0.14151477813720703,32
160,1698140413.8150342,1091.1,0.0546218487394958,412160,-0.9455840587615967,7.62890625,-0.4425942897796631,-4.114802360534668,3.5271756649017334,0.14503233134746552,32
161,1698140420.1110315,1096.1,0.05636743215031315,414720,-0.9420585036277771,7.237890720367432,-11.040882110595703,-4.114362716674805,-7.023637294769287,0.09711796045303345,32
162,1698140426.6539152,1101.1,0.03941908713692946,417280,-0.9804584383964539,8.696874618530273,5.76174783706665,-4.113022327423096,9.759747505187988,0.11502247303724289,32
163,1698140433.305395,1106.1,0.05273069679849341,419840,-0.9389132857322693,6.426953315734863,-16.3673152923584,-4.113672733306885,-12.354330062866211,0.10068830847740173,32
164,1698140439.4980814,1116.1,0.060784313725490195,422400,-0.9319646954536438,6.913281440734863,17.008323669433594,-4.112466812133789,20.975547790527344,0.14524319767951965,32
165,1698140446.8054466,1121.1,0.06597938144329897,424960,-0.9231113791465759,8.102734565734863,-29.704910278320312,-4.114184856414795,-25.752323150634766,0.16159892082214355,32
166,1698140453.1153548,1126.1,0.05845511482254697,427520,-0.9343612194061279,10.015625,18.62333106994629,-4.11445951461792,22.58854866027832,0.14924189448356628,32
167,1698140459.3967881,1136.1,0.06765327695560254,430080,-0.9188500046730042,11.186718940734863,-26.455177307128906,-4.115275859832764,-22.485576629638672,0.14567483961582184,32
168,1698140465.6829066,1141.1,0.06262230919765166,432640,-0.9274188280105591,10.312108993530273,12.807531356811523,-4.115991592407227,16.77149772644043,0.15202543139457703,32
169,1698140472.224169,1146.1,0.03253796095444685,435200,-0.9857765436172485,11.539453506469727,-30.592947006225586,-4.117267608642578,-26.55828285217285,0.08260282874107361,32
